X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,Y
41,92,1,69,11,9,1807,3358,4,108,1736,21,6,198,191,137,5866,5,1147,4,2462,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,38,381,12,3,14,66,2,4819,1769,460,3,4623,4,358,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,110,853,60,570,21,45,21,255,81,13708,6,113,9,2766,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,18,8,710,10379,5,5239,1302,257,9,20,541,2,1627,10,6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6763,109,318,2158,51,8974,85,8974,16680,29,49,186,77,6,73,3,17553,28,208,3850,16,20,57,32,186,2,160,10528,2,160,1097,1020,3870,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4711,7,1072,12,1661,4,3,248,264,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,139,3,1439,538,90,4,3,282,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
495,2,7648,4014,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,3,1213,170,2,1,18,7,2869,2,13,9,53,23,108,1166,1,2545,1118,523,5,1,131,14,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2896,4673,24,9200,10,3,434,15510,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,25,82,2327,19,1800,4,750,2,13,41,1094,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
634,7786,8524,5,1,959,47,17046,27,4461,35,1852,516,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2366,1324,5,1,235,12,63,12,1,2445,5,1,360,257,17,320,5,290,43,5526,12,63,12,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5899,26,7225,8,2868,2184,165,4,2529,2,1,149,31,3,211,5,132,15,1,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3221,3707,1384,3,1234,1215,5,204,1897,4,1672,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,726,1045,5,1582,312,10990,2,6945,1132,5,6295,4,38,200,6484,2,773,7580,2,4,1149,8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1238,1042,7452,2,3203,3,2909,809,5,3679,10,1,1015,13450,11,1506,904,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5550,7,3279,18546,15241,1773,7778,5109,2,4,9,8,389,26,3126,2614,18577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,938,13,476,109,11,7,266,1823,4,266,701,5,1,1465,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2048,2261,1,217,485,4,6258,20,247,4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
620,80,74,3,1076,1030,5,4294,8767,3168,569,2,9,3462,208,106,56,523,41,213,203,3049,8,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,87,166,1,14,53,7,6,268,88,25,67,45,11,341,439,28,2,13,106,1,798,808,201,5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,36,19,3019,2986,2,2196,1625,5,1,811,811,2478,7,18378,2,10,3,10614,2,17531,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,7,271,9685,235,13,62,874,18512,4,16088,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6710,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,360,4510,3765,1,154,5,2037,11,601,1108,16,118,926,8918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5951,15706,6293,1256,3,2120,882,717,2,99,3872,4,17072,29,3,204,4855,5,1812,2,7333,8245,12,299,6937,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,70,23,37,6,22,20,365,1112,9474,6,263,3,5269,490,4886,6,1,3909,8,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,204,170,7,3878,10,1,1130,5,4731,4759,2,4,4230,764,1,8941,12178,2,629,7713,4,13862,5,1,5997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2196,1625,5,1,811,811,2478,86,25,22,498,2196,2,13,9,8,752,5874,811,811,2,45,15,36,5,120,506,1421,4,1181,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3485,24,19,115,944,2,1160,1948,7,131,34,825,200,272,2,13,287,283,5,1,2789,8,569,60,376,3410,513,8,32,1679,6113,462,107,5766,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,530,104,792,2,3,2714,5,910,2,4,3,2448,5745,24,17993,2,16286,2,4,14787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4299,4,2221,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2619,1795,7,20,554,2,26,1,817,378,26,1769,9,364,23,571,94,7969,13,7,388,3182,4,9383,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,773,676,15,1,1364,5,19,4103,30,139,2656,4,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,288,1141,8,6792,2,6264,429,2,38,505,4,564,1768,79,288,38,13138,2,79,288,38,8422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,1,1286,141,37,74,9292,2,9899,190,11210,764,1,162,4725,3055,5,237,126,10,377,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6661,207,2000,6,94,827,41,61,903,6,10531,9388,10,19,7477,4,2,872,2,54,18568,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,29,424,221,203,2,9054,221,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,196,28,3,2537,259,968,2,285,4,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2613,325,170,4780,26,2310,8235,4,1,66,8,63,1825,333,6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,3,4815,138,363,2,9,8,472,9,8,144,1,155,8,4260,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3472,2,4604,14,11,2165,4,3360,2235,88,52,3,146,210,1,529,4,1,538,133,10082,9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,25,12,3088,744,12,19,192,8492,2,10,1,5891,2,5349,8,14,83,19,115,2,4887,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,300,5,203,13917,124,466,2497,546,10,17,10306,1849,7,49,1553,77,6,22,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,14259,86,25,22,1,54,576,245,4767,13,19,1388,152,15708,403,30,233,4121,2307,4,1,6218,5,1188,12616,111,33,254,16010,20,8819,5,17741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3909,8,100,3175,735,15,3,491,3452,63,2,33,254,11,8,1,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3786,31,39,10536,15361,123,1066,124,18,14586,15,159,18730,4826,21,130,25,419,40,21,111,6980,42,121,52,620,323,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1100,912,4,38,3180,37,39,3878,679,10,1,11576,5,6340,8,583,11,123,1027,4818,100,5079,2,440,21,130,3,1030,5,1,1732,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,1,1584,11431,53,23,177,1186,2,2248,7,752,3,975,377,8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,109,7,974,47,15,159,9371,717,4,592,11,9,768,1857,6,76,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,778,4,985,571,239,5135,2,3,345,4,511,121,748,11,6938,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1894,2,267,959,4,410,725,645,14,30,1,287,802,5,1,18067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,398,15118,1,14408,441,10,3,69,57,19,14529,2897,141,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,2,129,3520,28,124,815,5766,4,10,17,4544,2,24,6794,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2173,7,10,338,4618,10,1,245,2,4,2519,3067,38,1003,4,2192,38,1469,9341,15,4428,4,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,497,374,2,13,79,2286,16,1,12467,1601,6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,5084,15,38,4749,2,3049,13511,177,274,230,788,38,2855,446,3767,24,1,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,8,3,9380,691,30,1,278,166,2,4,11,8,45,83,9,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3271,302,260,5,245,147,137,45,21,70,23,14725,7,56,32,2144,34,45,21,70,113,170,2,6974,15,62,4619,334,2,18004,3574,4,10533,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2313,2661,3934,5,1768,11,7,2705,4,859,13,18339,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1282,3989,4,2774,100,5134,14,30,20,8289,471,10,3,2099,155,124,379,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
671,2,71,2,1678,8626,645,309,14,15,742,5,1146,150,16,1,261,2,754,5,10,469,16,1,646,4,179,77,16,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,388,2,78,906,128,309,16,66,1100,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,578,1209,11,4976,1,1158,487,2307,5,1,18764,99,2075,3,1524,7692,5,643,52,72,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1993,1,1817,7272,334,5,3107,5068,2,35,1,151,5,9290,11,7,321,26,1,3541,2973,3107,6,1,941,4,205,949,6393,5,7292,4038,28,7317,4,6595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7435,2,699,2,13,119,3,14,15,36,1,603,11,98,1,134,292,137,2,724,225,33,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,968,77,58,11,111,37,551,3,471,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5209,2,10,38,54,4482,1038,2093,171,165,2,7156,57,1,18024,206,10,1,2977,10250,5,38,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,581,7,163,160,5309,34,708,2,1,14,7,1036,5553,714,2,5310,4,178,5,103,1,17902,1165,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,12,9,7,2822,2,714,3384,31,3,112,11,9083,2093,16,1442,2,9631,4,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,9,356,10,1022,9,83,50,16,10,563,4,490,1641,8777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,596,1471,5,4682,7328,83,1,1785,5514,600,52,105,32,34,65,1609,111,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,7,12,435,3,335,5,3087,12,21,188,153,220,5,284,281,1546,2,4,106,9,61,3836,163,433,5093,3239,4,104,6,1,54,1087,3119,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,2586,3951,1717,47,14616,6,73,3,137,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1926,90,6,113,9,33,1,128,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2293,8,87,206,29,81,65,8,574,2183,24,1,3926,5492,169,11,8,81,65,108,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,77,1619,132,6,1973,1,16252,335,99,4982,3,3386,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,185,2,1128,2689,92,7,27,5,120,122,11,41,1061,6,28,56,32,34,41,317,249,267,2,11,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,941,2,51,18232,3886,58,28,3862,678,13,1910,1271,34,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1063,2936,1108,1,14,270,15,20,358,4,596,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,479,931,4,11529,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,5445,12,9,7,10,9148,1075,2381,2,1091,14918,7,3,18,3878,10,20,3265,11,2790,19,7133,3,4512,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,3,43,303,77,6,73,1,787,5,239,407,28,3,4443,1998,170,2,19,179,7,39,56,10,1,209,329,9,7,547,6,133,108,17030,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,3,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1488,304,1561,5633,14,2,9,768,3,1352,5,126,270,10,3,285,4,375,69,2,40,3,68,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,1,269,1208,5,3,51,3168,5742,2,4,57,40,9,8,1260,2,19,7299,4303,410,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,9632,5257,53,23,70,56,6,9059,94,3690,27,69,42,1,134,65,306,999,38,256,5,746,11,7045,244,55,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2943,356,10,668,9,83,50,16,15,19,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3783,1490,6038,47,3,3003,112,15,20,402,781,4,3,929,24,138,109,125,526,14,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,178,1761,356,10,2597,4840,9,960,83,50,16,12,16728,11122,2,5025,272,119,2,456,25,177,419,45,1,256,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
588,10,1288,2,3805,404,4,408,383,2,5900,18435,7,2,10,19,710,2,676,69,2,1368,2,966,4,1136,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,3,93,181,8189,14900,1,14,35,1,78,1655,96,13,93,5570,8,9816,2,479,247,651,3592,104,17,3250,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,79,108,288,3,7053,368,14,6,570,88,498,284,3,204,804,156,3,1780,155,124,510,4,3,2566,155,124,486,53,23,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2814,806,6,22,2017,33,649,59,16,8964,17,644,396,5,3,3841,8291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14,8,6805,368,628,59,2363,8524,5,4292,2,140,452,86,22,32,4730,34,1,3638,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,23,683,94,889,10,17,4194,5,16445,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,4073,26,1354,18183,35,9916,8457,569,1,464,5,3758,4,389,26,4513,2907,2,3758,8,530,7,186,13,38,12042,8029,7,4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,18,5054,3,3817,288,16,4577,3524,2,7353,200,101,2,13,9,53,23,193,44,56,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,596,4,726,204,58,31,77,186,64,6,1937,634,101,2,4,19,6384,1939,111,1342,125,1,54,167,1153,9492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1370,11,7129,1,2398,398,135,1617,16704,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,7,3,854,3432,6,1,59,81,2918,197,245,8,54,3548,605,314,5,27,5,19,54,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
544,2,1104,4,4987,8192,7186,2,1,14,2502,369,757,4,2759,452,6,850,72,4892,8202,5,629,209,4,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,4662,926,4739,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,39,56,3,18,12,3,175,441,16,1,127,171,17,7,23,195,3000,10,1,328,2,119,41,1417,9,77,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,27,5,1,54,541,122,153,98,30,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,7,3,14,11,60,37,126,3978,47,2362,104,2,60,5628,678,6,562,50,4,6980,2,4,60,2,3215,2,432,139,4105,2412,10,3,13442,3899,16,236,6,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,19,115,269,944,2,9,3793,2767,1,3568,5,139,1,66,4,9305,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,2,305,2,2461,15,7872,4,668,2,4,196,3,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3850,8,14,244,63,4,60,621,57,6,120,48,29,23,44,330,15,9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5979,4,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,18,51,827,13,40,21,683,430,204,58,2,51,11304,2,60,21,22,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,31,1,1364,6,700,30,127,1123,15,3894,4,4826,9,5509,2913,421,4,540,2,169,9,1306,1,6010,7,221,1,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,3874,231,2688,2,9837,509,1836,788,5444,8,2752,4,204,12167,2,4,252,7,6633,26,3,1803,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,20,1392,5,1051,2,1481,465,11,1474,2,212,19,9551,380,5,247,5930,2,10,776,5803,6,1,1009,517,185,6003,5,1,66,8,890,178,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
